uid,bdate,sex,city
476466636,,1,
460881509,11.2.1982,2,0
474934409,23.8.1996,1,722
368507892,19.9.1989,2,41
474877923,,1,
315548978,,2,
425968207,3.6.1989,1,0
420034448,,1,
324482666,20.2,1,49
478233942,4.5.1988,1,1
322172373,17.2,1,10280
315713605,2.10.1989,1,134
477505618,10.3.1989,2,0
13764008,,2,
41842847,,1,
435713496,,1,
419612827,1.9.2000,2,133
327187321,23.9.1999,2,610
470128154,9.4.1992,1,110
352850317,,2,148
310150164,8.6,2,1017
338520876,11.1.1997,2,8698
114547894,,1,
461406015,,1,
285159297,21.2.1991,2,106
453702408,,1,5331
473624456,10.6.1986,1,2359
471624914,,1,264
459448805,22.3,2,0
147689223,,2,
106233183,7.5.1996,1,282
152422435,1.12.1999,2,1516109
319295667,,2,
473988971,29.7.1981,2,55
77243003,,1,
478068936,11.2.2004,1,0
347705172,,2,1122575
256646275,,1,
478030209,,2,1
438118507,2.5.1984,1,0
424835568,,2,
448534938,,2,
141184211,4.6.1991,1,1148547
403620030,,2,2
291793219,,2,
471901048,1.4.1985,1,8
60689975,,1,
477746792,4.3.1992,1,1
30715458,3.6.1978,2,187
327026099,3.12.1977,2,197
413959045,26.4.1997,2,1483
445136185,6.6.1980,2,1
477852553,,1,
121242023,,2,
266264238,,2,
477866759,25.2.1982,2,0
135589818,20.3,2,151
476886554,15.4.1994,1,5098
443234880,30.12,2,72
461902626,1.12.1995,2,153
22418562,,2,
33776639,,1,
349509340,,2,1965294
312417151,23.9,2,650
63108726,2.3,2,186
477408376,2.10.1992,1,1
322622105,,2,49
468460417,22.8.1974,2,2
386978026,,2,
467696375,,2,0
441968732,14.8,1,0
322666238,6.4,1,280
448006525,,1,
154425005,2.3,2,125
49301393,29.12.1980,1,591
424113201,,2,
333410338,,1,
408820581,,1,
436556022,1.1.1954,2,0
10472207,,1,
477729494,3.4.1987,2,57
462921810,30.1.1982,1,0
406452976,20.6,2,151
389384479,,1,0
477575195,9.3.1993,2,99
129508993,7.3.1994,1,1
204972340,,2,
106371360,,1,
454051185,20.4.1996,2,0
378939085,,2,707
387161622,,2,
54338179,,1,
477463368,,2,
133813297,20.3.1990,1,352
277636289,31.12,2,73
477630610,1.2.1987,2,0
181940348,29.11,2,101
191949605,26.3.1992,2,15043
362699825,,1,
477412873,25.6.1989,1,0
377049890,,1,8038
2666071,,1,
3236136,,1,
476246683,19.11,2,133
376830759,31.1,1,32
467308851,,1,
418122707,,2,0
162241305,,2,
84510234,,1,
428020047,,2,
131993935,,1,
406214233,,2,147
475804466,,2,
135512700,,1,
27860726,,1,
290568049,10.1.1994,1,61
249042417,,1,
353067235,,2,
379151134,,2,0
315989147,7.7,2,1035137
356664654,25.6.1985,1,1
471962764,,1,0
135304290,16.7,1,104
32185578,,1,
427740809,,2,0
362933848,16.6,1,7159
455547631,,1,
474909719,,1,
154181123,11.2,2,0
309899216,,2,155
134924293,,1,
52703988,7.12.1987,2,51
365931242,13.6.1988,2,0
97885750,,1,
297410171,,2,
451484709,6.7.1998,2,95
222934195,,1,
452267842,12.4.1998,1,1112009
306756196,,1,60
178979740,17.7.2001,1,0
294286516,,1,
410958139,4.10.1990,2,1581
461448751,,1,82
430808820,,2,72
137976042,,1,
441506511,,1,
163012108,,1,
383671647,15.4.1985,1,56
7020871,7.9.1991,2,26
470242744,,1,0
346039329,20.12,2,20
245459098,,1,
411691572,,2,0
141990542,19.6,2,22
314720719,26.10.1989,2,11
373610868,,1,2
400391871,,2,
11061451,,2,
386276483,,1,0
2346637,,2,
451077613,,2,
477240766,6.6.1994,2,158
429804911,,2,
431981714,7.12.1985,2,88
166897987,,2,
35965317,,2,167
471915865,5.12.2000,2,824
41179590,13.10,2,85
319100782,22.7.1984,2,0
442763788,4.6,1,151
430334754,,2,
472591595,23.1.2002,2,0
243714212,16.2.2002,1,119
235728338,,2,0
368444758,14.6.2001,1,0
267101651,19.8,2,1602
333534262,,2,0
452455703,1.1.1988,2,0
352385925,,2,95
477028272,10.1.1999,2,2
239230485,,1,1965294
459990924,,2,
177856277,20.5,1,76
253196431,,2,
131990739,25.4,1,87
359304121,,2,0
318910471,2.10.1991,2,169
262250286,,2,
182579845,10.2,2,1559
423709944,,1,
416349849,8.3.1993,1,0
417532772,1.2.1905,2,1001088
244589340,,1,
457767728,,1,0
444496659,7.11.1996,2,730
16860931,,1,
428135147,,1,
476896508,18.4.1980,1,1
477162082,14.1.1987,2,0
274982268,,1,
207161150,,1,
461140034,,2,
430831019,18.6.1991,2,99
311035284,26.9,2,44
462505813,1.2.2003,2,0
452949352,,2,
264276520,28.9,1,0
399023846,10.1.1990,2,2525
71407475,,2,
138374292,14.6.1994,2,2404
89064675,,2,
88917130,,1,276
467552390,,1,
265683042,,1,
477046384,24.5.1966,1,0
477089489,7.6,2,1516454
454396208,,1,
463034113,,1,
453477792,,1,
477086990,,1,
453729406,,1,
453627621,,1,
453812602,,1,
328815023,24.3.1995,1,3425
454219116,,1,
458414315,26.7,2,10
462023423,,1,
241929650,,1,
224761089,,2,1
474376313,15.10.1982,1,0
21455573,,2,33
373947375,7.10,2,1151
443789467,,1,
219530948,,1,232
434875772,27.9.1994,1,994
445283271,8.4.2002,2,18022
447571916,,1,16082
411574532,,2,2461
314229678,14.2,2,4292
477023932,27.1.1974,1,0
407518684,,2,
476992189,,2,
254432284,,1,
335699545,6.6,2,1164
334640275,,1,
327683054,26.8.1996,2,3763
434323645,16.10.1997,2,1114850
476955629,20.10.1989,2,1
460406668,,2,
372458872,9.9,2,0
300964506,,2,
13350692,7.12.1986,1,60
146650879,26.8.1993,2,148
458447985,22.7,2,2541
363461726,,2,0
426361424,4.12.1984,1,73
449774763,,2,
164047500,8.8.1977,1,21855
464739657,,2,0
475968520,,1,1
466995258,8.11.1977,2,0
453537125,26.1.2000,2,6050
287626528,10.9,2,57
142512857,,1,
400028247,24.8.1985,2,0
397814080,,2,
474294678,,1,
18097594,25.8.1990,2,17611
419760241,18.11.1997,2,0
429021749,1.6,2,5331
321527857,,2,10
275506757,,1,0
246701126,21.9.1996,1,161
463031564,,2,
458412013,30.3.1959,2,0
462027475,,2,
458736192,26.4.1985,2,10
474736502,,2,
457922699,5.2,1,0
395762804,17.10.1996,2,2404
392772362,1.6.1903,1,108
476693750,11.10.1973,1,0
471998049,,1,
112904410,,1,
232666558,,1,
392891661,2.11.2002,1,0
2651493,18.2,1,1968700
472895141,24.6.1986,1,427
31503651,,1,
445973871,1.7,2,106
104414205,,2,95
45585785,26.3.1996,1,37
166114892,16.10,2,1818
228281626,8.12,2,282
431464952,,2,
377593534,,2,
456743655,,1,
407456002,26.6,1,151
462537518,,2,
252474467,30.12,2,199
409550006,,2,
460191831,,1,
151060565,,2,
205754394,,1,
441378724,29.1.1965,2,82
259814312,,1,
256119999,29.8.1993,2,1949250
164050325,29.7,1,314
159985213,,2,
166655484,,1,0
448021266,,1,1
317409837,21.4.1987,2,87
149788911,3.2,1,0
452528254,,1,3260
155604898,,1,
475769379,12.12.1990,2,0
285929509,,1,
475794916,27.2.1988,2,0
415709459,20.6,1,73
449680553,9.1.1977,1,87
476215096,,2,
382463125,1.1.1972,1,0
374268737,30.11.1995,2,99
75002247,,1,
296636858,23.7.1997,2,0
238604076,,1,
475590884,27.12.1997,1,1604
336628047,,2,
22726183,,1,
132137557,30.1.1981,1,2486
1150976,,2,1
359851084,23.4,2,378
476360865,,2,110
476259153,5.4.1975,2,1
94886473,21.5.1974,2,119
49499111,,2,
425913249,,2,
182068609,,1,0
398232023,22.9.2000,1,66
470648488,,1,
181448076,,2,
418893142,,1,
66559769,27.9,1,49
192590332,,2,
33832366,30.6,2,2001
379596425,,2,
87420499,,2,0
90129737,28.6.1975,2,1
436707454,4.1.1994,1,1
142264848,22.12.1991,1,1929
476223073,8.11.1996,2,0
128004935,29.6,2,95
454699817,1.1,2,0
321218039,27.5.1999,2,110
464192182,,1,110
177828424,30.9,2,0
459893211,19.12.1958,1,0
466099294,6.10.1978,2,2
271880037,2.2.1999,2,6541
329602576,,2,
312306673,,1,
364416949,,2,95
375243941,,1,
460005706,,2,
174070955,,2,
422346027,,2,0
382598633,14.3.1985,2,1
321718846,7.4,2,182
407908052,,1,
344976195,,2,788
385018031,17.8.1986,2,134
20256886,,1,
231768006,,1,
226302885,,1,
466970343,5.2.1990,2,143
284734437,29.11,1,94
476052060,1.2.1978,1,0
350144928,,1,
438617638,,1,
440656779,,2,
220074377,24.7,2,143
6490677,,1,
204197274,,2,483
120649236,,1,
253123678,,1,
342286364,23.1,1,1
343262379,,2,
108265172,6.8.1984,2,187
51321625,,1,0
296585647,,2,627
416940840,,1,
350124971,16.10.1994,2,106
383666203,5.8.1987,1,3687
475970130,7.3.1990,2,0
375956348,5.5.1972,2,668
473377312,,1,
475615391,,1,
451115761,6.10.1986,1,0
201491965,14.8.2003,1,1
7648542,23.1,2,5543
443962234,18.4.1983,2,1
68994579,5.2.1996,2,0
475197264,12.3.1983,2,1963511
309214786,17.4.1991,2,1581
154350243,,2,
325636346,,1,
242352791,17.10.1994,1,4658
79775779,26.9.1982,1,274
222193308,20.2,1,0
448541869,17.9.1988,2,99
455173655,,2,
212125165,18.10,2,51
180506750,11.4.1994,2,5985
475003970,7.6.1988,1,0
473884219,,2,
458636143,2.11.1999,1,1
134261212,28.1,2,2334
322152943,20.1.2001,1,1
306143930,,2,
309450277,,2,1004928
475466459,2.2.1995,1,80
472222882,24.12.1976,2,110
7236200,,1,147
91944376,,2,
302181065,,1,
156798990,,1,
475740704,8.3,1,99
41059043,10.7,2,2
155300766,,1,
220017933,,2,0
254022218,,2,119
475718661,,1,
451287016,23.2.1992,1,1
153776835,,2,
194798323,16.1,1,8
288367231,,1,
295433927,23.9.1988,1,5004
187794532,,2,
261641349,,1,
370011599,,1,
438202349,,2,0
232675665,8.8.1910,2,0
59842235,25.4,1,1397
91871010,,1,
422953579,,1,
180929360,1.11.1984,1,110
461152364,1.4,2,6055
424573551,,2,
303917945,,1,
439057102,22.5.1999,2,794
397904234,5.8.1991,1,93
264353449,,2,
322125254,,2,
356654622,16.7.1986,2,295
434621305,10.5,1,2
435834448,12.7,1,1101
131959569,,2,
254316613,11.10,1,680
189284412,1.11,2,156
134065030,,2,
475490318,,2,0
475484505,25.12.1984,2,0
195965088,4.4.1997,2,1704691
473199117,21.2.1982,2,0
325599463,,2,
15824888,22.11.1993,1,1
462503452,15.12.1997,1,2
472980686,10.6.1995,2,705
67228710,,1,61
387675686,18.11.1966,2,0
475259736,20.4.1991,2,0
475428847,,2,
455350576,,1,133
60823212,14.7,1,106
202217578,,2,
216009590,25.6.1991,2,18300
458105720,,1,
57522730,,1,
475317640,,2,627
465172688,28.8.1984,1,0
454134938,,2,
474532547,,2,125
469519291,15.10,2,378
475375067,20.10.1990,2,0
399227365,26.3.1991,2,1
469337332,17.9.1993,2,60
332278895,28.1.1981,1,0
64360218,,1,
469973731,,2,
396741937,21.10.1995,1,2974
465264915,,2,0
186485442,,2,
193715,,1,
450855500,,1,
455915217,,1,
445017269,,2,
382998806,17.10,1,151
211308530,8.7.1993,2,0
332137075,,1,
462264667,31.12.1995,2,0
62486918,,2,1
291288876,27.11,1,2
327757451,,1,0
469359436,14.9,2,88
471012894,14.10.1990,2,0
435170243,,2,
467416771,23.3.1993,1,0
475178437,30.12,2,0
166010942,9.1.1995,1,129
328532484,,1,0
462588243,30.6.1985,2,2
473252215,,1,66
255836844,,1,60
475133655,1.1.1980,1,0
257566410,26.2,1,0
422532346,,2,0
468790290,,1,0
393231533,8.9.1990,2,130
474129436,11.4.1991,1,74
475092951,,2,
360670009,,2,
251284878,18.3.1993,1,73
295014207,,2,
461129119,24.10.1964,2,1
466990029,17.7.1990,2,2106
77429737,,2,
475037772,2.1.1996,2,0
314568813,28.8,1,87
45508303,,2,
49802291,,2,
446967301,21.4.1988,1,792
322430335,,1,
458987276,12.5.1995,1,151
134990898,29.4.2000,2,476
474994845,31.12.1990,2,0
474994652,1.1.1975,2,42
319564417,9.12.2000,2,158
341849582,,2,
463920943,13.4,2,5098
472239670,,2,
425981971,,1,0
154511017,,1,
276905454,,1,
466561063,,2,
474916142,,2,
472864722,16.4.1979,2,314
474892103,,1,
65648923,10.9.1991,1,72
327319060,,1,
204009089,10.6,1,1057
148056126,,1,2
384382405,,1,
62983218,,1,
111315619,,1,
319587540,26.11,2,1
391642476,11.9,1,22
158259781,,2,
408463551,23.8.1998,2,5413
351701545,26.3,1,0
474073992,30.12.1992,2,628
38600809,,1,
360344897,20.7,2,0
51748285,12.8.1986,2,1
461016252,7.6.1979,1,0
173354662,,1,
1707196,,2,
441670653,,1,0
453668214,,1,0
458389029,,1,
314134781,29.11,2,1
137223752,,1,
474719146,7.7.1987,1,0
325195349,11.5.1986,2,0
342495827,6.9,1,0
388269571,,1,
65299934,,1,95
474171135,4.8.1976,2,0
6910931,,1,
133699715,16.10.1989,2,580
21156418,8.11,2,141
473916933,,1,
361386887,,2,0
467609275,,1,
474621578,9.1.1989,2,9
70547928,,2,
61319189,,1,
143447125,22.11.2002,1,1
68811752,27.3,2,548
460608097,,2,
436585964,,1,5098
155434722,3.10.1982,2,102
60257461,18.6,2,124
367153836,3.7.1992,2,0
155414162,28.4,1,94
170312711,8.2.1987,1,4834
458561787,,2,
141660620,,1,
474533014,29.12.1990,1,3880
270663391,,1,
441397670,,2,
162921477,,2,
472353474,30.7.1986,1,628
238923587,8.7.1988,2,148
62722514,20.5,1,158
221033051,,2,
471965913,20.2.1989,2,0
471398984,4.9.1978,2,161
473939506,,1,96
301470189,21.5,2,35
474377749,16.5.1991,1,5215
79433744,,1,
330385570,6.10.1993,2,23
175179630,13.9,1,2465
442531431,,1,
16644498,,1,
224061163,,1,
425820822,24.11,1,1043
135161432,,1,
473296572,,2,0
161788957,,1,
319118933,,2,
73497598,,1,
148033498,,1,
474353337,24.7.1970,2,2
11559195,,2,
153513286,,2,1904869
94129532,6.9,2,37
400256956,7.7.1994,2,15910
259214472,,1,1925340
55020131,,1,
474297641,12.3.1992,1,1
169500939,,1,715
94611833,,1,
466485090,,1,
385918876,20.5.1995,1,1
97412398,,1,
207909576,,2,
107600950,,1,
442646708,,1,
297090084,,2,1006
89604480,26.6,2,3521
299639013,23.10,1,2
349214058,29.7.1988,2,2
288988443,,2,
437208744,,2,0
13524681,,1,
432322612,,1,
135109570,,2,
461505446,,1,
39516384,,1,
472656286,16.5.1990,1,82
358290296,10.7.1994,1,60
282990709,,1,
68395729,,1,
326504415,,1,
474171126,,2,
409847467,18.6,2,5331
223311747,20.6,1,190
448518482,,2,
273696011,,2,0
474114753,4.2.2004,2,0
233511982,20.6,2,0
474098461,27.6.1972,1,0
443860488,1.1.1999,1,0
425465139,,2,
18558657,,2,
23601503,,1,3425
411442743,17.8,1,210
444787654,21.8.1979,2,0
462962622,,2,1158
212809049,,2,
280905396,2.5.1997,2,1
104672697,,2,761
461126591,,2,60
470600611,,2,
378713280,,2,
474028248,7.2,1,1
123017034,,1,
450526013,,2,132
473818636,,2,
474018265,2.8.1991,2,503
333842144,,1,467
471561333,14.8.1918,2,147
96232024,,2,42
120095614,,1,
34443481,4.7.1996,2,158
284441224,,1,
395364528,17.7.1906,2,3992506
453731662,10.7,2,0
412018376,,1,
366673406,1.9.1980,2,123
177555967,,2,
387228206,25.4.1980,2,0
473941713,10.3.1986,2,244
459584404,2.6.1987,2,0
111373427,,2,
273180474,,2,
369522337,,1,
367291517,,2,
453391620,,2,
160926482,,1,138
299621380,8.7.1963,2,0
30124103,16.9,1,72
304352921,,2,282
313139287,,1,
472615378,,2,
401007439,,2,
342404035,7.9.1973,2,3296
473442983,10.8.1983,2,157
132292682,,1,
265726451,30.6,2,1134613
362318009,,2,496
397987201,27.2.1986,2,0
367698207,,1,
463724997,4.6,1,290
397174848,14.10.1998,2,6556
470905558,,1,
473811462,,1,
133761845,2.6,2,14300
471338885,,1,0
385928033,2.1.2003,1,17590
296080963,,2,
238630406,,2,
472259674,31.3,2,25
199723278,,2,124
397855961,,1,496
453352490,30.1.1995,1,0
444199731,17.7.1998,1,125
71074720,,1,
64809520,2.12,1,1
473294810,21.2.1969,2,0
449317033,,2,1797
467464931,27.7.1992,2,114
20024947,,1,
135238527,,1,
181249482,,2,
465705459,,2,
399583610,5.3.2000,1,2
116025770,,1,
154883950,,2,
139261959,,2,
371716571,,1,133
330182329,25.3,2,625
441090796,22.5,1,158
168808821,19.12,2,95
284373000,,2,
372543277,16.12.1956,2,64
472939990,20.5.1998,2,15720
183517707,16.11,2,73
473630729,,2,
426281870,,2,15676
473296166,10.5.1988,2,0
393204484,,2,
446193431,1.1.1998,1,650
473597393,10.12.1991,1,314
144792187,,2,
321242048,11.5.1920,2,1
23819178,,1,
183111432,,1,
470690877,,2,
443530576,15.3,2,55
126021364,,2,
266689115,13.1.1993,0,0
375081950,16.10.2001,1,153
266245046,19.6,1,108
468246736,19.5.1992,1,105
132200831,,1,
58163067,,2,292
463623188,,2,0
258599631,8.5,1,1300
343980126,,1,2974
451060984,,2,
473507839,,2,
446912117,,2,
397426751,12.5.1983,2,0
155572548,,1,
461369073,,1,0
287708418,,2,
378902716,,1,0
259846070,9.4.1993,2,1957236
275799065,,1,0
255888931,,1,
309394261,,1,
79528327,,1,
473416975,24.6.1995,1,0
363487889,,2,1
470278514,30.11,2,104
473167055,,1,
216701406,,2,
234771490,,2,
116563457,15.1,2,1711829
134358062,,1,
288935756,,2,
460484469,,1,
472557242,,1,
333950650,11.11.1988,2,123
395691986,7.7,1,1
427708588,,2,
161197809,,1,0
225658891,,1,
200804990,,1,
57362611,22.5,1,114
458218465,23.2.1990,2,1053368
278727754,21.1.1985,1,1036898
209068974,12.4.2000,2,1915914
473208282,17.12,2,353
235845010,,1,0
180576461,29.3.1981,1,25
437738076,14.7,2,20
473254374,,2,
412254231,13.2.1995,1,1
238292955,21.7.1987,2,23
305564735,,1,
16050830,,1,
205596634,5.11.1990,1,521
327596307,21.7,1,70
275942699,,1,609
138339168,,2,794
462109780,,1,
464619782,22.11.1990,1,0
457714685,,1,
427432739,26.6,2,20
421214892,,1,0
76578587,,2,
134027685,28.12.1979,2,95
205004761,,1,
328896480,23.1,2,74
191566682,,2,428
162997736,,2,
473152390,30.1.1994,1,0
418243672,,2,
192915089,,1,57
92310367,,1,99
48031274,26.7,2,87
468291472,27.2.1983,2,2
434293786,,2,62
470875159,,1,
134934244,13.8.1987,1,0
58797396,25.8.1999,1,1
360435885,,2,0
14914944,18.12.1991,2,2
187701085,14.2,2,88
312542777,20.8.1989,2,158
143017969,,1,
302032174,14.10.1998,1,0
428499319,,2,
458915039,16.4.1997,2,0
113795673,13.7.1998,1,0
51336542,,1,
404839149,30.6,1,0
140916129,22.5,1,154
143466060,,2,
176548389,3.1.1984,2,1141697
470088881,1.2.1998,2,204
368347897,27.3,2,30
454363643,,2,1174
191694878,12.4.1987,2,147
471452893,15.8,1,158
311278271,,1,
289930210,6.10.2000,2,56
426422124,15.12.1982,2,110
301946373,,2,
113124929,23.6,1,73
431226076,7.5.1987,1,2
133561966,,1,
199959072,23.5,2,8162
413632287,,1,0
472890246,,2,
472921833,30.6,2,0
472897743,24.1.2004,2,0
458485199,,2,
428605892,10.10.1994,1,135
434992046,6.7,1,621
173204452,7.7,2,88
471861557,3.5.1986,2,0
419891755,8.5.1996,1,134
416988871,,1,
65318273,5.8,2,458
447100645,1.2,2,22
468392646,1.12.1992,2,650
470293390,13.8.1993,2,158
450627256,28.2.1981,1,87
472503059,1.2.1990,1,314
472391333,27.3.1989,1,49
467162779,,2,
431300848,,1,
417447764,,2,
224144526,13.11,1,2
472762349,30.10.1987,2,2
231992137,,1,
469150906,,1,
388786376,27.9,2,1516454
380988456,,1,
421362377,,1,
217405399,27.9.1984,2,21244
275417658,,2,
460783174,12.9.1984,1,104
140994790,,1,
180193290,,2,
462402342,,1,
286765786,,2,61
466108405,14.10.1997,2,1
469700503,26.4,1,0
433462993,10.5.1997,2,1
20817958,,2,
379743785,,2,99
187075725,13.9.1986,2,628
349655796,15.12,1,134
470939305,5.6.2004,2,0
344135764,,2,
181420328,,2,
241393283,,2,0
472657847,,2,
140529954,,1,
329284655,,2,
134594200,6.12.1995,1,1
10740551,25.8,1,151
437173416,,1,
71633867,30.3.1999,2,1
351502543,,1,
221111554,24.1,1,23
320329952,23.1,1,110
409412177,,2,110
215742258,,2,
234581100,,2,0
386043932,,1,119
436831897,25.5.1983,2,156
469300718,,1,
452808774,17.8.1999,1,158
8182261,,1,
6302809,,1,
125143995,17.5,1,0
455603402,,1,
244825930,,1,
324128232,,1,
260683756,,1,
472583097,30.10.1993,1,0
86360775,,1,
472558581,,2,
381669266,,1,
417062358,,2,
449683777,26.5.1990,2,0
452238517,,1,
40410085,18.11.1988,1,2
452317437,3.6,1,2
236377461,,1,0
350800073,1.1.1986,2,1710182
17339193,,1,
257302507,,2,
70571694,,1,
455034853,1.2,1,0
426430469,6.3.1988,2,35
472477108,8.11.1985,1,82
345366932,,1,34
248735697,13.6,2,1
156900463,5.2.1902,1,0
208359405,,2,
382890664,,1,
152220546,3.12,2,21829
415516134,18.3,1,97
4320431,,2,
121440473,1.8,1,2093
355900657,1.7.1987,1,0
438387006,,1,
472410326,8.7.1990,2,0
465055565,,2,
169665631,24.6.1990,1,82
99627073,,1,
466641723,19.9.1982,2,0
255569492,,1,
472063097,,1,
371741112,,1,104
467211268,23.2.1981,2,1
47391703,,1,
125830578,21.2.1993,1,1088279
137329673,9.6.1987,1,75
240968873,21.1.1973,1,431
106148598,,1,151
452392249,23.11.1994,1,169
11857562,,2,
446485273,22.3.1988,1,88
382282456,1.2.1990,1,964
472298725,,1,16542
456885176,,1,0
472295654,15.11.1984,1,0
472303303,,2,
410824576,26.8,1,134
440334176,31.7.1989,2,0
455404957,1.2.1994,1,123
348803349,,2,
147594719,4.1.1994,2,73
472256375,,2,
423939823,,2,0
428599094,,1,
156889821,30.7.2000,1,122
472236914,27.6,1,3169
271762287,,2,0
67327611,,2,
452564559,12.9.2003,1,75
472211288,,1,
326287847,,2,99
217468425,,2,
63546150,16.3,1,72
212759035,,2,
468137130,,2,
461763478,,2,
230208409,,1,
155074654,,2,
385533904,,1,
454311196,,2,
165861759,2.12.1981,2,74
159378983,,1,1
385926169,,2,
472112608,22.1.1984,1,1043
430251140,22.1.1988,1,1
257006900,5.9.1991,2,1
419543439,14.7.1990,1,72
208554914,,1,
361354507,2.7.1979,1,110
415009350,3.12.1987,1,82
445987598,,2,
2337549,,1,
202956560,,1,
471340611,27.12.1908,1,61
136064942,22.8.1994,1,72
364021448,,1,
327860410,,1,
369158282,8.2.1995,1,57
59768272,30.10.1989,1,3243
4255103,,2,
192548630,,1,
295466558,,1,
338726417,1.8,2,1
471655966,,1,
211509071,30.11.1999,2,14778
296798101,,2,1496
421759590,,2,119
423171141,11.9.1980,2,0
455195294,10.9,2,104
168361557,26.6,2,14954
366468256,6.5.1990,1,0
356013816,,1,
447196957,12.4.1993,2,88
34231456,,2,
142258840,9.10,1,2
466982508,11.4,1,0
467909227,,2,
336322837,20.10.1990,2,1
195138489,,1,
360623675,1.2.1949,2,2583
450670477,15.5,1,97
265131974,,2,
424108953,,2,
268674782,2.4.1992,1,232
471853663,,2,2
331219519,3.11,2,1507196
238767985,,2,
148169224,7.3.2001,1,71
445846107,3.6.2002,1,6181
442474207,14.2.1990,1,0
322210398,,2,
154564432,,2,
335033974,,1,
70803959,,2,
366857324,10.10,2,295
121984124,2.1,1,0
410480922,11.9.1995,1,3255
396393036,7.6.1964,2,0
450008110,2.3.1992,2,158
431058541,15.1,1,130
433727172,24.4.1987,2,110
439334521,,2,158
324077666,3.5.1999,1,282
449618415,,2,
360525957,12.12.2001,2,99
355830536,,2,0
340182747,,2,
185345604,,1,722
207937290,,2,
13318901,,2,
430392963,1.1.2003,2,0
367524451,,2,
470944784,4.1.1990,1,0
342989417,23.4.1989,2,26
40211433,,1,
467403247,18.5.1989,2,0
365213497,20.9.1974,2,20299
428381704,,2,
464361934,,1,104
415296674,13.10.1988,2,133
380934889,27.6,2,818
134995717,14.2.1996,1,916
177914076,,2,
128499231,,2,
220403588,7.12.1992,2,1
236371810,,2,
451808982,,2,49
443050084,26.8.1987,1,60
262103946,9.6,1,119
45797498,21.4,2,1
390797317,,1,
307669358,12.4,2,0
332010728,,2,2
141642695,14.9,2,281
468711883,,2,0
138021095,6.5,2,314
471012585,,1,
275046596,,1,
454965435,17.5,2,0
456868561,15.1.1997,2,12126
435013357,8.12.1989,2,0
387664521,,2,
318926861,,1,0
302106811,18.5.2002,2,1517642
112899275,,2,
375552113,1.1.1970,1,0
469283183,15.4.1991,1,13161
391920270,21.11.1989,1,0
245269186,,1,
91957306,24.8,2,123
471526860,7.2.1992,1,0
448150282,,1,1
407635119,,2,
451241250,3.6,2,545
466205759,14.12.1997,2,0
325884487,22.2.1980,1,2
471286583,9.6.1996,2,0
251752611,,1,
467176343,12.10.1996,2,125
470818624,20.2.2004,1,0
440981434,8.3,2,1938273
96615609,8.10,1,10
246301706,20.5.1985,2,87
272372840,15.9,1,0
327461940,,2,0
413150272,11.12.1979,2,1
333956515,17.10.1994,1,5421261
394244804,21.3.1999,1,132
460016183,23.4.1979,1,0
471402265,20.3.1987,2,0
244058,,1,
323359668,8.7.1967,1,374
461954053,19.2.1984,2,123
454058767,24.1.1999,2,167
87818063,,1,
216112830,,1,
373647107,,2,150
144127740,,1,96
447379579,,1,
463539365,,1,
314448462,,1,123
470474879,25.5.1994,2,148
461192322,,1,0
61205155,,2,
242364376,18.1.1984,1,2
470864210,,1,
453252291,7.7.1983,2,0
430675246,23.1.1997,1,167
452176180,5.11.1996,1,10
71596,,1,
323114973,4.6,2,1186
440437006,15.6.1984,1,1957236
457502247,12.2.2003,2,15331
471273235,8.3.1980,1,0
282460724,,2,
458208758,1.1.2001,2,0
302194675,7.3.1998,1,314
455252096,,1,
19736841,12.6.1980,2,119
282212020,,2,
471208171,,2,
460629137,8.3.1988,1,158
267382992,,1,
103129789,,1,
452323474,,2,
471186546,,1,
384628118,4.11,2,10
452168033,,2,
258391545,9.7,1,14672
25936912,,2,
207616042,12.11.1990,1,0
75366645,8.8.1987,2,280
415429681,,2,
165562324,3.1,1,56
70166056,29.4,1,33
468758235,,1,
400040466,,2,
196424663,,2,
139947416,,1,
418395975,9.7.1991,2,1057197
398390416,,2,49
50067285,13.3.1941,2,0
388572378,8.3.1997,1,3653
40273556,10.8,1,57
457231676,30.7.1973,2,82
318762585,,2,
462316524,7.2,2,157
369825831,1.9,1,2
446590262,,2,0
180899692,17.12.1991,1,149
96451432,6.12.1991,1,99
343824254,21.11,2,10
468307514,,2,
470570508,,1,
358188360,14.10.2002,1,0
464405633,15.8.1983,2,60
170941803,4.4,1,2216
466266904,,2,
187560072,3.7.1971,2,353
19073605,,1,
470790900,22.2.1988,2,148
252568327,,1,
470949431,,1,0
294792039,,1,
243651871,,2,282
359201516,29.6,1,125
240113486,,2,
36342975,,2,
421582395,17.4.1990,1,0
249772259,,2,
353081983,26.9.1991,1,73
243459018,,1,
462835236,7.6.1994,2,0
216517440,,1,
470704627,18.3.1989,1,0
394551534,26.4,2,524
237710890,9.9,2,62
44626872,2.8,1,102
326561997,21.6.1984,1,314
69266811,15.11.1992,1,81
45339156,,1,
381070458,2.9.1977,2,1
380379603,26.12,2,0
77465539,1.2,1,2
469376409,4.4.1984,2,2
449245006,,2,
402156948,,1,
280273889,,2,
470621290,,1,
461384369,20.2.1985,1,650
470757100,19.2.1987,1,0
264653141,,2,
443384957,22.4,2,348
437462264,,1,
267214456,,1,
361183466,5.7,1,993
283705377,16.8,1,264
416370658,,2,
325518781,,1,
